Date,Hour Ending,Day-Ahead Cleared Demand
02/15/2013,01,12058.0
02/15/2013,02,11682.0
02/15/2013,03,11520.0
02/15/2013,04,11577.0
02/15/2013,05,11803.0
02/15/2013,06,12736.0
02/15/2013,07,14006.0
02/15/2013,08,15184.0
02/15/2013,09,15405.0
02/15/2013,10,15504.0
02/15/2013,11,15563.0
02/15/2013,12,15383.0
02/15/2013,13,15115.0
02/15/2013,14,14965.0
02/15/2013,15,14804.0
02/15/2013,16,14803.0
02/15/2013,17,15310.0
02/15/2013,18,16510.0
02/15/2013,19,16657.0
02/15/2013,20,16152.0
02/15/2013,21,15521.0
02/15/2013,22,14532.0
02/15/2013,23,13549.0
02/15/2013,24,12405.0
02/16/2013,01,11552.0
02/16/2013,02,11373.0
02/16/2013,03,11210.0
02/16/2013,04,11101.0
02/16/2013,05,11234.0
02/16/2013,06,11530.0
02/16/2013,07,12145.0
02/16/2013,08,12893.0
02/16/2013,09,13628.0
02/16/2013,10,14099.0
02/16/2013,11,14209.0
02/16/2013,12,14254.0
02/16/2013,13,14105.0
02/16/2013,14,13906.0
02/16/2013,15,13720.0
02/16/2013,16,13778.0
02/16/2013,17,14511.0
02/16/2013,18,15701.0
02/16/2013,19,15980.0
02/16/2013,20,15494.0
02/16/2013,21,14995.0
02/16/2013,22,14146.0
02/16/2013,23,13150.0
02/16/2013,24,12179.0
02/17/2013,01,12020.0
02/17/2013,02,12005.0
02/17/2013,03,12057.0
02/17/2013,04,11995.0
02/17/2013,05,12077.0
02/17/2013,06,12265.0
02/17/2013,07,12473.0
02/17/2013,08,13025.0
02/17/2013,09,13765.0
02/17/2013,10,14350.0
02/17/2013,11,14702.0
02/17/2013,12,14885.0
02/17/2013,13,14855.0
02/17/2013,14,14608.0
02/17/2013,15,14434.0
02/17/2013,16,14488.0
02/17/2013,17,15188.0
02/17/2013,18,16391.0
02/17/2013,19,16737.0
02/17/2013,20,16388.0
02/17/2013,21,15860.0
02/17/2013,22,14935.0
02/17/2013,23,13796.0
02/17/2013,24,12823.0
02/18/2013,01,12665.0
02/18/2013,02,12535.0
02/18/2013,03,12615.0
02/18/2013,04,12591.0
02/18/2013,05,12562.0
02/18/2013,06,12979.0
02/18/2013,07,14240.0
02/18/2013,08,15398.0
02/18/2013,09,15708.0
02/18/2013,10,15863.0
